"CUSTOMER_ID","CONTACT_LAST_NAME","CONTACT_FIRST_NAME","STATE","AGE","MARITAL_STATUS","GENDER","NUMBER_OF_DEPENDENTS","ASSIGNED_RISK_PROFILE_ID","ASSIGNED_RISK_PROFILE","TOTAL_ASSETS"
1252,"Conley","Medge","Massachusetts",35,"Married","Male",2,3,"AVERAGE TOLERANCE",5182682.21
1253,"Daniels","Francesca","Massachusetts",35,"Single","Male",2,4,"ABOVE AVG TOLERANCE",5153943.03
1261,"Owen","Abra","California",35,"Married","Male",2,4,"ABOVE AVG TOLERANCE",3647974.56
1416,"Cote","Nero","Arizona",36,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",1657939.8
1457,"Richardson","Willow","Delaware",36,"Single","Male",3,4,"ABOVE AVG TOLERANCE",3877753.69
1462,"Vega","Vance","Ohio",36,"Married","Male",3,3,"AVERAGE TOLERANCE",4980995.91
1466,"Anthony","Evelyn","Kentucky",36,"Married","Male",2,3,"AVERAGE TOLERANCE",5127902.89
1468,"Brown","Daquan","Florida",36,"","Male",2,4,"ABOVE AVG TOLERANCE",3298184.72
1469,"Burt","Sydnee","Georgia",36,"Married","Male",2,3,"AVERAGE TOLERANCE",5911606.18
1472,"Hopkins","Raymond","Florida",36,"","Female",2,3,"AVERAGE TOLERANCE",2561628.6
1487,"Gray","Natalie","Maine",36,"Single","Male",2,4,"ABOVE AVG TOLERANCE",3625370.78
1499,"Schroeder","Brianna","Ohio",36,"Married","Male",2,3,"AVERAGE TOLERANCE",8625152.45
1609,"Nash","Basil","Maine",37,"Married","Male",5,3,"AVERAGE TOLERANCE",7152449.47
1610,"Nielsen","Pearl","Pennsylvania",37,"Single","Male",5,4,"ABOVE AVG TOLERANCE",4106343.83
2282,"Ingram","Miriam","Minnesota",40,"Married","Male",5,2,"BELOW AVG TOLERANCE",7459735.33
2283,"Mcpherson","Xander","Colorado",40,"Single","Male",5,4,"ABOVE AVG TOLERANCE",6037799.64
2297,"Gibbs","Ursa","Oregon",40,"Married","Female",4,3,"AVERAGE TOLERANCE",5221125.84
2298,"Gibbs","Burke","California",40,"Married","Female",4,3,"AVERAGE TOLERANCE",8358170.67
2300,"Grimes","Astra","California",40,"","Female",4,4,"ABOVE AVG TOLERANCE",8565308.26
2302,"Neal","Lev","Florida",40,"","Female",4,2,"BELOW AVG TOLERANCE",11240788.15
2312,"Cantrell","Austin","Washington",40,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",3379649.63
2314,"Chambers","Troy","Washington",40,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",3576322.95
2334,"Baxter","Walter","California",40,"Married","Male",3,3,"AVERAGE TOLERANCE",5874732.66
2337,"Delaney","Carl","Massachusetts",40,"","Female",3,3,"AVERAGE TOLERANCE",8851149.5
2351,"Morrison","Garrison","Florida",40,"Single","Male",3,4,"ABOVE AVG TOLERANCE",3942178.9
2355,"Peters","Florence","Pennsylvania",40,"Married","Male",3,3,"AVERAGE TOLERANCE",6215310.5
2358,"Rice","Lewis","Maryland",40,"","Male",3,3,"AVERAGE TOLERANCE",4135893.79
2359,"Rocha","Sopoline","Georgia",40,"Single","Male",3,4,"ABOVE AVG TOLERANCE",3320779.89
2371,"Mcclain","Byron","Florida",40,"Married","Female",2,3,"AVERAGE TOLERANCE",10904547.29
2372,"Mcgee","Marcia","Nevada",40,"Married","Female",2,4,"ABOVE AVG TOLERANCE",9491122.7
2395,"Sherman","Demetrius","Florida",40,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",1261689.09
2497,"Watson","Lawrence","Pennsylvania",41,"Married","Female",4,2,"BELOW AVG TOLERANCE",8028321.37
2547,"Sutton","Amber","Texas",41,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",2670600.78
2548,"Thornton","Halla","Colorado",41,"Divorced","Male",3,3,"AVERAGE TOLERANCE",2333733.24
2553,"Faulkner","Bevis","Connecticut",41,"Single","",3,4,"ABOVE AVG TOLERANCE",6696298.23
2566,"Weiss","Violet","Virginia",41,"Married","Female",2,2,"BELOW AVG TOLERANCE",10842038.06
2567,"Chapman","Isaac","Kentucky",41,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",2420590.12
2571,"Haynes","Solomon","Georgia",41,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",3403590.61
2692,"Hobbs","Jana","Maryland",42,"Married","Female",4,3,"AVERAGE TOLERANCE",11796862.81
2696,"Monroe","Giselle","Washington",42,"Married","Female",4,3,"AVERAGE TOLERANCE",5033500.56
2708,"Glover","Lydia","Washington",42,"Single","Male",4,5,"HIGH RISK",2664227
2752,"Joyner","Willow","Washington",42,"Divorced","Male",3,3,"AVERAGE TOLERANCE",949131.39
2757,"Ward","Uriel","Minnesota",42,"Single","Male",3,4,"ABOVE AVG TOLERANCE",4132200.76
2761,"Prince","MacKensie","Massachusetts",42,"Single","",3,4,"ABOVE AVG TOLERANCE",5653063.15
2779,"Collier","Thor","Michigan",42,"Single","Male",2,3,"AVERAGE TOLERANCE",2322258.44
2781,"Dunn","Reed","Nevada",42,"Single","Male",2,3,"AVERAGE TOLERANCE",3797375.55
2786,"Perez","Dakota","Florida",42,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",3047626.52
2886,"Hopkins","Ciara","Minnesota",43,"Single","Male",5,4,"ABOVE AVG TOLERANCE",5517281.81
2914,"Christian","Deirdre","Pennsylvania",43,"Married","Male",4,4,"ABOVE AVG TOLERANCE",7723948.11
2915,"Christian","Ava","Florida",43,"Single","Male",4,3,"AVERAGE TOLERANCE",3644341.99
2916,"Cote","Tamara","Nevada",43,"Married","Male",4,3,"AVERAGE TOLERANCE",4132010.05
3569,"Mcconnell","Callie","California",46,"","Male",5,4,"ABOVE AVG TOLERANCE",5582955.22
3571,"Porter","Elvis","Massachusetts",46,"Married","Male",5,4,"ABOVE AVG TOLERANCE",5555704.49
3572,"Preston","Brielle","Massachusetts",46,"Single","Male",5,3,"AVERAGE TOLERANCE",6019781.8
3585,"Mccall","Brielle","Texas",46,"Married","Female",4,3,"AVERAGE TOLERANCE",10938470.88
3587,"Rich","Walter","Connecticut",46,"","Female",4,3,"AVERAGE TOLERANCE",5777117.41
3595,"Fleming","Christian","Florida",46,"Single","Male",4,4,"ABOVE AVG TOLERANCE",5471296.78
3599,"Kirkland","Lewis","Pennsylvania",46,"Married","Male",4,2,"BELOW AVG TOLERANCE",3822068.55
3604,"Patterson","Emerson","Tennessee",46,"Married","",4,2,"BELOW AVG TOLERANCE",6474236.34
3633,"Maxwell","Driscoll","Michigan",46,"Married","Male",3,3,"AVERAGE TOLERANCE",5380131.71
3640,"Dodson","Amaya","Wisconsin",46,"Married","",3,3,"AVERAGE TOLERANCE",10132582.94
3654,"Peck","Xandra","California",46,"Married","Female",2,4,"ABOVE AVG TOLERANCE",9349535.13
3672,"Summers","Burton","Florida",46,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",1824063.51
3801,"Sparks","Ramona","California",47,"","Female",4,3,"AVERAGE TOLERANCE",8070828.34
3804,"Alvarado","Malcolm","Florida",47,"Married","Male",4,3,"AVERAGE TOLERANCE",7729865.08
3861,"Houston","Kirsten","Florida",47,"Married","Female",2,3,"AVERAGE TOLERANCE",8585674.74
3866,"Petersen","Micah","California",47,"Married","Female",2,2,"BELOW AVG TOLERANCE",7511132.85
3876,"Johns","Beatrice","Florida",47,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",2730793.91
3879,"Lucas","Amos","Georgia",47,"Divorced","Male",2,3,"AVERAGE TOLERANCE",1675177.6
3886,"Leonard","Lois","Louisiana",47,"Single","",2,3,"AVERAGE TOLERANCE",6903805
3983,"Carney","Meredith","Florida",48,"Married","",5,4,"ABOVE AVG TOLERANCE",6401935.44
3998,"Keller","Joshua","Connecticut",48,"","Female",4,4,"ABOVE AVG TOLERANCE",6788302.88
4001,"Robbins","Remedios","Maryland",48,"Married","Female",4,3,"AVERAGE TOLERANCE",7896431.99
4007,"Battle","Tad","Hawaii",48,"Single","Male",4,4,"ABOVE AVG TOLERANCE",5642050.07
4014,"May","Tashya","Montana",48,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",1972432.61
4054,"Parrish","Charles","Ohio",48,"","Male",3,4,"ABOVE AVG TOLERANCE",3040721.46
4057,"Schroeder","Tad","Indiana",48,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",2540010.09
4058,"Stuart","Whoopi","Nevada",48,"Single","Male",3,4,"ABOVE AVG TOLERANCE",5122917.2
4059,"Hughes","Brittany","Washington",48,"Single","",3,3,"AVERAGE TOLERANCE",4708089.75
4065,"Franco","Tiger","California",48,"Married","Female",2,3,"AVERAGE TOLERANCE",9293800.99
4072,"Travis","Adara","Florida",48,"","Female",2,5,"HIGH RISK",8444083.04
4086,"Olson","Igor","Maryland",48,"Single","Male",2,4,"ABOVE AVG TOLERANCE",4880131.1
4087,"Perkins","Carter","Virginia",48,"Single","Male",2,4,"ABOVE AVG TOLERANCE",3955737.77
4089,"Terrell","Declan","Maryland",48,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",3737731.05
4171,"Sloan","Byron","Massachusetts",49,"Divorced","Male",5,4,"ABOVE AVG TOLERANCE",2419450.39
4176,"Long","Bree","Texas",49,"Married","",5,3,"AVERAGE TOLERANCE",9147402.53
4187,"Mayo","Roanna","Indiana",49,"Married","Female",4,3,"AVERAGE TOLERANCE",4684115.77
4189,"Puckett","Tanya","Arizona",49,"","Female",4,2,"BELOW AVG TOLERANCE",5858035.91
4209,"Davidson","Brooke","Nevada",49,"","Female",3,3,"AVERAGE TOLERANCE",6376811.23
2920,"Gates","Portia","Ohio",43,"Single","Male",4,4,"ABOVE AVG TOLERANCE",3294828.11
2943,"Carter","Irma","Maryland",43,"Married","Male",3,2,"BELOW AVG TOLERANCE",5929652.46
2969,"Myers","Silas","Texas",43,"Single","Male",3,4,"ABOVE AVG TOLERANCE",4910525.05
2978,"Mathis","Maile","Kentucky",43,"Married","",3,2,"BELOW AVG TOLERANCE",8726962.47
2983,"Hebert","Medge","Massachusetts",43,"Married","Female",2,3,"AVERAGE TOLERANCE",10585862.65
2986,"Parsons","Callum","Illinois",43,"","Female",2,4,"ABOVE AVG TOLERANCE",10791579.35
2989,"Ryan","Ulysses","Kentucky",43,"Married","Female",2,3,"AVERAGE TOLERANCE",10861614.88
2998,"Nixon","Francis","Florida",43,"Married","Male",2,3,"AVERAGE TOLERANCE",2957545.01
3114,"Mcmahon","Portia","Florida",44,"Single","Male",5,4,"ABOVE AVG TOLERANCE",3174191.37
3117,"Robles","Quynn","Texas",44,"Divorced","Male",5,4,"ABOVE AVG TOLERANCE",1586789.02
3142,"Richard","Wanda","Michigan",44,"","Female",4,3,"AVERAGE TOLERANCE",8193303.1
3152,"Gilbert","Silas","Maine",44,"Single","Male",4,4,"ABOVE AVG TOLERANCE",4623836.73
3171,"Byrd","Ria","Virginia",44,"Married","Male",3,3,"AVERAGE TOLERANCE",7438346.36
3199,"Roman","Gretchen","California",44,"Single","Male",3,4,"ABOVE AVG TOLERANCE",4870332.72
3215,"Mcmillan","Brynne","Colorado",44,"Married","Female",2,3,"AVERAGE TOLERANCE",9659254.81
3216,"Merritt","Dominique","Oklahoma",44,"","Female",2,5,"HIGH RISK",4077234.34
3219,"Ramsey","Trevor","Connecticut",44,"Married","Female",2,3,"AVERAGE TOLERANCE",3136255.85
3221,"Walker","Harrison","Florida",44,"Married","Female",2,2,"BELOW AVG TOLERANCE",7056836.74
3229,"Jimenez","Evelyn","Minnesota",44,"Married","Male",2,2,"BELOW AVG TOLERANCE",6309386.37
3237,"Rosa","Yen","Kentucky",44,"","Male",2,4,"ABOVE AVG TOLERANCE",2014672.71
3239,"Valenzuela","Idola","Massachusetts",44,"Single","Male",2,3,"AVERAGE TOLERANCE",5531122.31
3240,"Velez","Olympia","Pennsylvania",44,"Single","Male",2,4,"ABOVE AVG TOLERANCE",2688785.83
3352,"Whitehead","Salvador","Virginia",45,"Married","Male",5,3,"AVERAGE TOLERANCE",5245106.9
3371,"Wiley","Emi","Texas",45,"Married","Female",4,3,"AVERAGE TOLERANCE",8475572.31
3397,"Cantu","Karina","Pennsylvania",45,"","Male",3,4,"ABOVE AVG TOLERANCE",5306673.94
3398,"Cervantes","Nathan","Pennsylvania",45,"Single","Male",3,4,"ABOVE AVG TOLERANCE",4946910.42
3430,"Butler","Rhiannon","Minnesota",45,"Married","Male",2,3,"AVERAGE TOLERANCE",5942362.06
3432,"Diaz","Aiko","California",45,"Married","Female",2,3,"AVERAGE TOLERANCE",7777193.85
3441,"Allison","Charde","Florida",45,"Married","Male",2,2,"BELOW AVG TOLERANCE",5140188.98
3444,"David","Boris","Florida",45,"Married","Male",2,3,"AVERAGE TOLERANCE",4253393.86
3448,"Fleming","Serena","Indiana",45,"Divorced","Male",2,3,"AVERAGE TOLERANCE",3088356
3455,"Nichols","Castor","Florida",45,"Married","Male",2,4,"ABOVE AVG TOLERANCE",7694579.8
3464,"Carson","Ocean","Texas",45,"Married","",2,2,"BELOW AVG TOLERANCE",3440869.75
3466,"Quinn","Kyle","Delaware",45,"Single","",2,3,"AVERAGE TOLERANCE",7300526.9
1627,"Hurst","Erasmus","Massachusetts",37,"Single","",5,4,"ABOVE AVG TOLERANCE",4206773.25
1643,"Vang","Candice","Maryland",37,"","Female",4,4,"ABOVE AVG TOLERANCE",8862610.08
1647,"Crawford","Travis","Maryland",37,"Married","Male",4,3,"AVERAGE TOLERANCE",5392125.13
1653,"Larsen","Alisa","Oregon",37,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",2924055.64
1698,"Ashley","Chantale","Washington",37,"Married","Male",2,3,"AVERAGE TOLERANCE",7012238.69
1717,"Barr","Cora","California",37,"","Male",2,4,"ABOVE AVG TOLERANCE",5385914.24
1731,"Montgomery","Alea","Maine",37,"Single","Male",2,4,"ABOVE AVG TOLERANCE",6181386.54
1734,"Slater","Lilah","Michigan",37,"Married","Male",2,3,"AVERAGE TOLERANCE",4897173.79
1735,"Vega","Tanek","Michigan",37,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",2336446.52
1741,"Schmidt","Ainsley","Florida",37,"Single","",2,4,"ABOVE AVG TOLERANCE",6860675.34
1835,"Simpson","Otto","Virginia",38,"Divorced","Male",5,4,"ABOVE AVG TOLERANCE",2490486.68
1855,"Melendez","Tanner","Texas",38,"","Female",4,4,"ABOVE AVG TOLERANCE",7375314.36
1863,"Beard","Prescott","Florida",38,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",2364739.72
1864,"Benjamin","Jorden","Maryland",38,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",2046146.32
1903,"Larsen","Melinda","California",38,"Married","Male",3,3,"AVERAGE TOLERANCE",7527217.82
1917,"Walsh","Mufutau","Florida",38,"Single","Male",3,4,"ABOVE AVG TOLERANCE",4377436.27
1933,"Kaufman","Ryder","California",38,"Married","Female",2,3,"AVERAGE TOLERANCE",10336825.58
1936,"Preston","Rhea","Washington",38,"","Female",2,4,"ABOVE AVG TOLERANCE",1783394.64
1939,"Savage","Bernard","California",38,"","Female",2,4,"ABOVE AVG TOLERANCE",4239011.52
1957,"Mccarty","Dominic","Texas",38,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",1204027.76
1962,"Rhodes","Leandra","Florida",38,"","Male",2,4,"ABOVE AVG TOLERANCE",5410183.52
1967,"Zamora","Glenna","Kentucky",38,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",1567207.52
2085,"Jones","Jasper","Ohio",39,"Single","Male",5,4,"ABOVE AVG TOLERANCE",4119096.37
2106,"Madden","Thor","Florida",39,"","Female",4,4,"ABOVE AVG TOLERANCE",2885721.72
2110,"Booth","Porter","Minnesota",39,"Single","Male",4,4,"ABOVE AVG TOLERANCE",2764126.15
2111,"Britt","Eaton","Georgia",39,"Married","Male",4,3,"AVERAGE TOLERANCE",4658314.18
2154,"Valentine","Lara","Colorado",39,"Single","Male",3,4,"ABOVE AVG TOLERANCE",3457096.13
2167,"Hoffman","Magee","Nevada",39,"","Female",2,3,"AVERAGE TOLERANCE",6490545
2174,"Snider","Lucian","Florida",39,"Married","Female",2,3,"AVERAGE TOLERANCE",7017536.45
2185,"Orr","Casey","Florida",39,"Single","Male",2,4,"ABOVE AVG TOLERANCE",4773888.79
2187,"Snyder","Philip","California",39,"Single","Male",2,4,"ABOVE AVG TOLERANCE",3515723.92
2188,"Vinson","Merritt","Indiana",39,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",2107154.52
2191,"Hernandez","Kessie","Arizona",39,"Single","",2,4,"ABOVE AVG TOLERANCE",5648234.22
5510,"Downs","Bethany","Nevada",55,"Single","",3,2,"BELOW AVG TOLERANCE",8394083.67
5513,"Branch","Quemby","Florida",55,"Married","Male",2,4,"ABOVE AVG TOLERANCE",2821701.21
5520,"Rivers","Clio","Florida",55,"","Female",2,3,"AVERAGE TOLERANCE",5702872.75
5524,"Bass","Azalia","Maine",55,"","Male",2,4,"ABOVE AVG TOLERANCE",2882896.71
5538,"Thornton","Henry","Florida",55,"","Male",2,3,"AVERAGE TOLERANCE",8670634.28
5541,"Vance","Kendall","Florida",55,"Married","Male",2,3,"AVERAGE TOLERANCE",5595676.3
5543,"Bauer","Kirby","Florida",55,"Single","",2,3,"AVERAGE TOLERANCE",7860890.16
5544,"Burch","Guy","Illinois",55,"Single","",2,5,"HIGH RISK",5959282.53
5547,"Mcleod","Claudia","Florida",55,"Married","",2,3,"AVERAGE TOLERANCE",6736180.75
4228,"Hickman","Xanthus","Minnesota",49,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",3668207.62
4231,"Kim","Warren","Illinois",49,"Married","Male",3,3,"AVERAGE TOLERANCE",9442154.31
4239,"Olson","Quamar","Oklahoma",49,"Single","",3,3,"AVERAGE TOLERANCE",4430995.27
4248,"Keller","Alice","California",49,"","Female",2,2,"BELOW AVG TOLERANCE",7237118.59
4251,"Perkins","Raja","Florida",49,"Married","Female",2,2,"BELOW AVG TOLERANCE",10727766.4
4260,"Browning","Ignacia","Wyoming",49,"Married","Male",2,2,"BELOW AVG TOLERANCE",3533942.56
4266,"Haley","Reuben","Pennsylvania",49,"Divorced","Male",2,5,"HIGH RISK",543042.68
4267,"Hawkins","Leslie","Georgia",49,"","Male",2,3,"AVERAGE TOLERANCE",3350020.09
4272,"Petty","Adrian","Alaska",49,"Divorced","Male",2,3,"AVERAGE TOLERANCE",2062820.36
4374,"Lawrence","Flavia","Maryland",50,"Divorced","Male",5,3,"AVERAGE TOLERANCE",4193042.93
4393,"Garrett","Hyacinth","Maryland",50,"Single","Female",4,3,"AVERAGE TOLERANCE",11513034.14
4407,"Clayton","Jordan","California",50,"Married","Male",4,3,"AVERAGE TOLERANCE",9268280.87
4408,"Contreras","Paki","Oregon",50,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",3352560.87
4414,"Love","Hedda","California",50,"Single","Male",4,4,"ABOVE AVG TOLERANCE",4627083.84
4429,"Yates","Indira","Pennsylvania",50,"Single","",4,4,"ABOVE AVG TOLERANCE",7576029.03
4451,"Hurley","Petra","Nebraska",50,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",2497870.65
4456,"Moody","Ulric","Virginia",50,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",2394552.15
4459,"Rodgers","Xena","Maryland",50,"Single","Male",3,4,"ABOVE AVG TOLERANCE",3687301.53
4461,"Tillman","Gary","Georgia",50,"Divorced","Male",3,4,"ABOVE AVG TOLERANCE",3346137.8
4468,"Lara","Shea","Florida",50,"Married","Female",2,3,"AVERAGE TOLERANCE",10993492.98
4474,"Serrano","Julian","Maryland",50,"","Female",2,3,"AVERAGE TOLERANCE",3756900.24
4487,"Guthrie","Hedy","Virginia",50,"Divorced","Male",2,3,"AVERAGE TOLERANCE",1987353.61
4495,"Massey","Iona","California",50,"Single","Male",2,3,"AVERAGE TOLERANCE",4059156.16
4500,"Rasmussen","Travis","Mississippi",50,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",3770573.67
4506,"Wolfe","Odysseus","California",50,"Married","Male",2,3,"AVERAGE TOLERANCE",7117350.11
4603,"Hutchinson","Rahim","Tennessee",51,"Divorced","Male",5,4,"ABOVE AVG TOLERANCE",3465345.83
4606,"Luna","Kristen","Pennsylvania",51,"Married","Male",5,4,"ABOVE AVG TOLERANCE",4436459.82
4630,"Blackburn","Irene","Kentucky",51,"Married","Male",4,3,"AVERAGE TOLERANCE",8299800.34
4639,"Gordon","Zephania","Texas",51,"Single","Male",4,4,"ABOVE AVG TOLERANCE",6173610.9
4641,"Hubbard","Neville","Nevada",51,"Single","Male",4,4,"ABOVE AVG TOLERANCE",6318629.68
4645,"Orr","Carlos","California",51,"Single","Male",4,4,"ABOVE AVG TOLERANCE",4414006.74
4680,"Sherman","Medge","Arizona",51,"Divorced","Male",3,3,"AVERAGE TOLERANCE",1414939.44
4684,"Woods","Larissa","Connecticut",51,"Married","Male",3,2,"BELOW AVG TOLERANCE",7753065.87
4700,"Kelley","Hakeem","Virginia",51,"Single","Female",2,2,"BELOW AVG TOLERANCE",6198712.4
4707,"Silva","Tatum","Connecticut",51,"","Female",2,3,"AVERAGE TOLERANCE",5039776.37
4717,"Delaney","Quamar","Florida",51,"Single","Male",2,4,"ABOVE AVG TOLERANCE",6127955.17
4841,"Hoffman","August","Maine",52,"Single","",5,3,"AVERAGE TOLERANCE",3684373.98
4852,"Guzman","Yvonne","Florida",52,"Married","Female",4,2,"BELOW AVG TOLERANCE",12233035.76
4868,"Dillon","Philip","Florida",52,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",3562192.9
4870,"Mccray","Clayton","California",52,"Married","Male",4,3,"AVERAGE TOLERANCE",5117274.56
4874,"Mullins","Angela","Florida",52,"","Male",4,4,"ABOVE AVG TOLERANCE",8090539.1
4907,"Price","Sebastian","Colorado",52,"Single","Male",3,4,"ABOVE AVG TOLERANCE",5853938.77
4908,"Sykes","Tara","Kentucky",52,"Single","Male",3,4,"ABOVE AVG TOLERANCE",3775209.2
4912,"Shields","Irene","Ohio",52,"Single","",3,2,"BELOW AVG TOLERANCE",7296373.19
4927,"Fry","Talon","Wyoming",52,"Single","Male",2,4,"ABOVE AVG TOLERANCE",4572037.79
4928,"Gilbert","Whilemina","California",52,"Married","Male",2,4,"ABOVE AVG TOLERANCE",5366523.11
5054,"Matthews","Candice","Oregon",53,"Single","Female",4,3,"AVERAGE TOLERANCE",10607836.86
5057,"Pacheco","Kirsten","Nevada",53,"Married","Female",4,3,"AVERAGE TOLERANCE",7305232.5
5069,"Delaney","Ezra","Michigan",53,"Divorced","Male",4,3,"AVERAGE TOLERANCE",2315900.93
5072,"Hart","Rhona","Maryland",53,"","Male",4,4,"ABOVE AVG TOLERANCE",3866802.33
5073,"Higgins","Amal","California",53,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",2552090.98
5075,"Leon","Derek","Florida",53,"Married","Male",4,3,"AVERAGE TOLERANCE",7140245.18
5089,"Casey","Zephania","Michigan",53,"","Male",3,3,"AVERAGE TOLERANCE",3722207.32
5110,"Moody","September","California",53,"Married","Male",3,4,"ABOVE AVG TOLERANCE",7407747.54
5113,"Quinn","Donna","Delaware",53,"Married","Male",3,3,"AVERAGE TOLERANCE",5054556.2
5116,"Valenzuela","Pascale","Massachusetts",53,"Married","Male",3,3,"AVERAGE TOLERANCE",6196103.53
5123,"Faulkner","Elaine","Maryland",53,"","Female",2,4,"ABOVE AVG TOLERANCE",6078237.12
5126,"Kemp","Janna","Maryland",53,"Married","Female",2,4,"ABOVE AVG TOLERANCE",8718683.45
5132,"Rosales","Channing","Maryland",53,"","Female",2,2,"BELOW AVG TOLERANCE",5948218.51
5135,"Aguirre","Yoshi","Florida",53,"Divorced","Male",2,4,"ABOVE AVG TOLERANCE",3099122.3
5138,"Greene","Hakeem","Georgia",53,"Married","Male",2,2,"BELOW AVG TOLERANCE",7749401.83
5139,"Gregory","Megan","California",53,"Married","Male",2,2,"BELOW AVG TOLERANCE",5372194.98
5151,"Workman","Bevis","Minnesota",53,"Married","Male",2,2,"BELOW AVG TOLERANCE",7593742.2
5261,"Ross","Prescott","California",54,"Married","Male",5,2,"BELOW AVG TOLERANCE",6330799.76
5265,"Calderon","Shoshana","Florida",54,"Single","",5,4,"ABOVE AVG TOLERANCE",7425555.54
5276,"Mcknight","Hedley","Massachusetts",54,"","Female",4,3,"AVERAGE TOLERANCE",8381124.87
5281,"Blanchard","Charlotte","Delaware",54,"Married","Male",4,3,"AVERAGE TOLERANCE",6139317.66
5282,"Burch","Amethyst","Maryland",54,"Single","Male",4,4,"ABOVE AVG TOLERANCE",6524647.89
5289,"Le","Ayanna","Arizona",54,"Divorced","Male",4,4,"ABOVE AVG TOLERANCE",2473044.78
5325,"Benton","Charles","Illinois",54,"","Male",2,4,"ABOVE AVG TOLERANCE",7241727.17
5328,"Gilliam","Cynthia","Florida",54,"Married","Female",2,3,"AVERAGE TOLERANCE",7449771.74
5336,"Terry","Ori","Massachusetts",54,"","Female",2,4,"ABOVE AVG TOLERANCE",12409736.56
5337,"Aguilar","Shana","Alaska",54,"Married","Male",2,3,"AVERAGE TOLERANCE",8446857.64
5340,"Cantu","Jordan","Wyoming",54,"Single","Male",2,3,"AVERAGE TOLERANCE",3827310.39
5351,"Walker","Desirae","Washington",54,"Single","Male",2,3,"AVERAGE TOLERANCE",3609267.89
5353,"Stanley","Casey","Indiana",54,"Single","",2,3,"AVERAGE TOLERANCE",3975178.57
5433,"Mcneil","Chanda","Indiana",55,"Single","Male",5,3,"AVERAGE TOLERANCE",3300637.69
5457,"May","Vernon","Washington",55,"","Female",4,4,"ABOVE AVG TOLERANCE",8983467.23
